"","P1","P10","P2","P3","P4","P5","P6","P7","P8","P9"
"ENSMUSG00000111715",0,1.23314664954138,2.14477232722558,2.0157803500188,0,0,1.01631997204343,1.01649545049205,0,1.12236664600546
"ENSMUSG00000111716",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111717",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111719",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111720",0,0,2.00934743446402,1.00114060915948,1.08463632783177,0,1.00140049712975,1.16568894406831,2.01300035547537,6.02077019732309
"ENSMUSG00000111722",0,5.00590235547151,1.00958411780548,5,4.00248081067883,4.00131886346262,4.00415306763709,4.00203067160114,3.01112606989539,1.00093209267328
"ENSMUSG00000111725",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111726",0,1,1,1,0,1,2,2,0,0
"ENSMUSG00000111728",5.93230978156499,0,5,0,0,0,0,0,0,0
"ENSMUSG00000111729",2.95413880428416,1,0,1,1,1,0,0,0,0
"ENSMUSG00000111730",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111731",0,0,0,2,0,0,2,3,1,0
"ENSMUSG00000111732",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111733",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111734",0,0,0,0,1.99874834379333,0,0,0,1.99927234469436,0
"ENSMUSG00000111736",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111737",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111738",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111739",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111741",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111743",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111744",0,0,0,0,0,0,0,0,2.00130068868973,0
"ENSMUSG00000111746",0,0,1,1,2,1,1,0,0,0
"ENSMUSG00000111747",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111748",0,0,0,1,0,2,0,0,0,0
"ENSMUSG00000111749",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111750",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111751",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111752",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111753",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111754",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111757",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000111758",8.87888734991262,9.42159330967161,6.77669442499867,4.4144157129826,7.82940418761934,11.3809912350204,0,11.5351399551981,4.95723247096491,5.2921359322454
"ENSMUSG00000111759",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111760",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111761",1,30,22,48,35,31,34,33,56,31
"ENSMUSG00000111762",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111763",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111764",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111765",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111766",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111767",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000111769",0,6,1,3,1,0,1,1,2,1
"ENSMUSG00000111770",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111771",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111772",1.00031857195305,0,0,0,1.00018497747287,0,0,0,1.00004114018137,1.00016570940894
"ENSMUSG00000111774",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111776",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111777",1.28173622565531,17.2285955381798,8.55001477925692,10.362804719288,10.0666254870819,4.98808100451953,10.7731800719547,15.6973720198707,11.5492416349649,9.30124826292134
"ENSMUSG00000111778",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111780",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111781",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111782",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111783",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111785",0,3,0,2,5,3,4,2,3,4
"ENSMUSG00000111786",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111787",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111788",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111789",0,0,0,0,0.377596568703149,0,0,0,0,0
"ENSMUSG00000111792",4,0,2,1,0,2,0,0,0,1
"ENSMUSG00000111793",0,0,0,1,0,3,1,1,0,1
"ENSMUSG00000111794",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111795",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111796",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111797",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111799",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111800",0,1,4,4,9,0,9,0,6,5
"ENSMUSG00000111801",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111802",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111803",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111805",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111806",0,0,0,0,1,0,0,0,0,2
"ENSMUSG00000111807",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111808",0,0,1,1,3,1,1,2,1,0
"ENSMUSG00000111809",0,0,0,0,1,3,1,0,0,0
"ENSMUSG00000111810",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111811",2,0,3,1,0,1,0,1,2,0
"ENSMUSG00000111812",0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000111814",0,0,0,1.01919388506345,0,0,0,1.11083910539267,0,0
"ENSMUSG00000111815",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111816",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000111817",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111818",0,0,0,1,0,1,0,0,0,0
"ENSMUSG00000111819",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111820",0,0,0,3.21758849184174,5,3,0,0,1,0
"ENSMUSG00000111821",0,0,0,0,0,0,0,0,0,1.00002999955058
"ENSMUSG00000111822",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111823",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111824",25.4417856163895,14.1095204829136,45.0517627974599,45.6163740939255,14.4610414198479,15.5823679125798,52.8272483008012,9.66800745828662,36.7319301563376,31.3407457706361
"ENSMUSG00000111825",0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000111827",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111828",6,28,9,24,32,35,41,21,39,25
"ENSMUSG00000111829",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000111830",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111831",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111833",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111834",7,6,8.28925962974982,4.08665743351125,4,9,3,5,6,5
"ENSMUSG00000111836",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111837",0,1,0,0,1,4,0,0,0,1
"ENSMUSG00000111839",4,1,2,1,1,1,0,0,1,1
"ENSMUSG00000111840",9.23419172658858,2.2084053128626,8,3.38859139083703,7.70891441424885,16,2.24629131941447,3.38583611438213,10.1862859188019,5.63003754621828
"ENSMUSG00000111841",1,1,1.00008188980974,1,3.00004798729716,2.00004077824292,0,2.00012573931133,1.00059335634226,1
"ENSMUSG00000111842",0,0,0,3.34969682417725,0,0,0,0.538140820341575,0,0
"ENSMUSG00000111843",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111845",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111846",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111847",0,0,2,2,2.04712820054142,1.0077645957739,0,1,1,0
"ENSMUSG00000111849",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111850",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111852",1.66088787816739,2.37450619611954,1.18064740283817,3,1,1.69406736231564,2.5294743114274,1,2,0
"ENSMUSG00000111853",2,0,0,0,0,1,0,0,0,0
"ENSMUSG00000111854",5.05104005080839,6.03087162442179,7.28133137485726,5,12.4607921817409,5.0185703226658,5.01847431557291,12.1184168467539,2.08790374433961,1.00715277552225
"ENSMUSG00000111856",0,5.00074793311233,1.01595300553137,4.08690667371922,3.0055874594564,1,3.00033120285217,4.00088981451415,2.00027188646455,2.10511822065248
"ENSMUSG00000111857",0,0,8,1,0,3,2,0,0,0
"ENSMUSG00000111858",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111862",0,1,0,0,1,0,0,0,2,2
"ENSMUSG00000111863",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111864",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111866",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111867",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111868",0,0,0,1,0,0,2,0,0,1
"ENSMUSG00000111869",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111870",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111871",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111873",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111874",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111875",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111876",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111877",2.03347934891454,0,1.01596153695152,0,0,0,1.01720081895859,0,0,0
"ENSMUSG00000111878",0,0,0,0,1,0,1.00182743827714,0,0,0
"ENSMUSG00000111880",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111881",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111882",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111883",76.0826361886278,11.6529017678025,86.5155541326284,13.5659988047021,17.5967994464343,21.167111570756,2.69183315639678,4,14.6706955669013,5.74493138987918
"ENSMUSG00000111884",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111885",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111886",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111887",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111888",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111889",0,0,2,0,0,0,0,1,0,1
"ENSMUSG00000111890",3.7309233964416,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111891",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111893",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111894",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111895",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000111896",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111897",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111898",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111899",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111900",0,0,1.16856780307946,0,0,0,0,0,0,0
"ENSMUSG00000111901",2.74206753865245,0,1.00120250173129,0,0,0,0,0,0,0
"ENSMUSG00000111902",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111903",0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000111904",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111905",1,4,0,14,8,6,5,8,8,4
"ENSMUSG00000111906",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111907",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111908",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111909",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111911",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111912",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111914",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111915",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111916",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000111917",1.78486647920004,0,0,0,2.13154306324417,0,3.23839319005458,4.50683548319575,9.56112585628924,2.16895721535883
"ENSMUSG00000111919",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111920",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111921",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111922",0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000111923",2,0,1,0,0,0,0,0,0,0
"ENSMUSG00000111924",2,1,6,0,1,1,0,0,0,0
"ENSMUSG00000111925",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111926",0,0,0,1,1,0,0,1,0,0
"ENSMUSG00000111927",2,0,4,0,0,0,0,1,0,0
"ENSMUSG00000111928",23.0691627746069,49.045806579979,37.5446767624567,28.4796520988568,30.6119929273256,21.3039100744831,21.8365702110668,31.6533935693427,29.9662809206774,26.0678837826842
"ENSMUSG00000111929",0,2,0,1,0,1,0,0,2,0
"ENSMUSG00000111930",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111932",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111933",0,2.28945160587,2.11857123201977,1.02531784758347,1.03523510867384,3.00016862526697,1.19608646282898,5.22070440818467,1.02128485172199,0
"ENSMUSG00000111936",1.33763126925197,0,0,0,1.00034893847667,1.00328095976983,5.00074334920217,0,0,1.01183517242013
"ENSMUSG00000111937",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111938",3.61692950123105,3.4451193349674,5.68003033406474,0,3.42399525569945,6.28064535293678,1.52845953360661,1.30576904986033,5.50461604054129,2.6510276642129
"ENSMUSG00000111939",0,2.22819072711785,1.05002288690857,2.14822041308402,2.34070575706992,0,0,1.24025039150883,3.36051890728681,2.20861453829932
"ENSMUSG00000111940",1.00723503395956,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111941",3,9,11,22,32,9,14,19,18,10
"ENSMUSG00000111942",4.04276815016492,5.52745078840916,9.44428009821086,1.98973639049564,7.68131499464354,3.03204440981993,11.2883502978669,7.79597890621093,4.04476188213917,0
"ENSMUSG00000111944",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111945",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111946",0,1,0,0,0,0,0,0,0,1.99980613548725
"ENSMUSG00000111947",1,0,1.75947708239438,3,5.00194783605447,1.00014288923767,1.00091414783657,2.00359131779832,1,0
"ENSMUSG00000111948",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111949",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111950",0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000111952",0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000111953",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111954",0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000111955",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111956",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111958",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111959",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111960",2.51503415733682,0,4.39942515780926,0,0,0,0,3.83547740926799,2.53894219252739,1.86712521499081
"ENSMUSG00000111961",2,8,3,11,22,12,6,19,22,8
"ENSMUSG00000111962",0,0,0,1,0,0,0,2,2,0
"ENSMUSG00000111963",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111964",0,0,1.32672962074915,0,0,0,0,1.37149106052309,1.34260352179091,0
"ENSMUSG00000111965",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111966",0,2,2.00087682460377,0,0,0,0,0,0,0
"ENSMUSG00000111967",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111968",1.00012234491288,1.00006329673934,0,0,0,0,0,0,0,0
"ENSMUSG00000111969",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111970",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111971",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111973",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111974",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111975",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111976",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111977",17,386,91,279,357,322,280,243,341,224
"ENSMUSG00000111978",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111980",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111981",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111982",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000111983",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111984",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111985",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111986",0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000111987",3.19332716137572,4.53217264634082,10.6448765527394,4,2.23053484228853,3,1,3.98426408432986,0,3.17524062492994
"ENSMUSG00000111988",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111989",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111990",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111991",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111992",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111993",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111994",0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000111995",0,2.00015065128363,0,0,1.00009635968207,0,0,0,0,0
"ENSMUSG00000111996",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111997",1,6,3,2.00105176791762,3,4.00217024043428,1.00052317876745,1.00202607563528,3,4.00493310741913
"ENSMUSG00000111998",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000111999",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112000",5.36530314527191,7.68207714090136,4.01157302255236,9.81278143116655,7.63067915504501,12.1855457609305,2.00336703461111,7.72704220117694,8.77101949815889,0
"ENSMUSG00000112001",0.000325255449197755,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112002",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112003",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112004",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112005",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112006",0,0,0,2,0,1,0,1,0,1
"ENSMUSG00000112007",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112009",0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000112010",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112011",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112013",1.12322062529873,0,2.67450532570703,1.93154068855355,0,0,0,3.43201944748431,2.13406825729622,1.08483774222916
"ENSMUSG00000112014",7,11,1,11,20,7,9,13,12,13
"ENSMUSG00000112016",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112017",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112019",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112022",25.1037997589644,0.0777875965142889,0.124016048170293,0.209085750424063,0.218683753183555,23.4282314109252,0.0733119943151426,0.222505390889059,0.0902384938010234,0.11198593386823
"ENSMUSG00000112023",18.7044932163747,54.3510389343186,7.32200027785715,36.5132983000615,47.5853523544514,52.593954164495,139.549866120015,36.24945362646,53.2385353610622,84.5589619827464
"ENSMUSG00000112024",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112025",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112027",0.562162061787415,0,0.560379651762853,0,0,0,0,0,0.568662065112007,0
"ENSMUSG00000112028",1,1,0,1,1,0,0,0,0,0
"ENSMUSG00000112029",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112030",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000112031",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112032",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112033",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112035",0,18,3,6,10,7,12,8,8,10
"ENSMUSG00000112037",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112038",13.4914132819965,12.4419812710683,39.4356596655619,5.07886112902876,8.13806819995761,8.99167307529788,4.91206215783846,3.70775196162415,5.76396369250483,2.76222291683631
"ENSMUSG00000112039",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112040",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112041",1,0,1,0,0,0,1,0,0,0
"ENSMUSG00000112042",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112043",18.4017982047713,22.7090762099886,8.21500284214852,30.8195906795531,15.4263995138072,12.216281053239,40.7609034139581,8.89870761721942,30.7924465325082,15.5832404513698
"ENSMUSG00000112044",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112045",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112046",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112047",0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000112048",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112049",19.5465979299566,15.5656128257698,15.9956268048411,15.4485348123574,16.1194561274033,0.371729647278415,17.8442699799995,10.958206411485,24.7930027579238,35.8066124867018
"ENSMUSG00000112050",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112051",0.000325255449197755,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112052",0,0,0,0,0,1,2,0,0,0
"ENSMUSG00000112053",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112054",2.0139162709862,0,0,0,1,0,0,0,0,0
"ENSMUSG00000112055",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112057",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112058",1,0,0,0,0,0,1,0,0.921884876850121,0
"ENSMUSG00000112059",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112060",0,0,0,1,0,0,1,2,0,0
"ENSMUSG00000112061",5.94421335948716e-05,0,0,0,0,0,0,0,0,2.00123170523877
"ENSMUSG00000112063",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112064",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112065",0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000112066",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112068",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112069",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112070",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112071",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000112072",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112073",2,7,4,4.66451561564151,4.91213462646546,5.22168468598336,4.91918677991017,3.38695101561744,3,3.43887201826263
"ENSMUSG00000112074",2.02488982169924,0,4.43437756390432,2,0,0,0,1,0,0
"ENSMUSG00000112076",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112077",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112078",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112079",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112080",6,0,0,1,0,0,0,0,1,1
"ENSMUSG00000112081",0,0,0,0,0,0,0,0,0,1.00022892965619
"ENSMUSG00000112082",2,0,2,3,2,3,0,0,0,0
"ENSMUSG00000112083",0,3,0,0,0,0,0,0,1,1
"ENSMUSG00000112085",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112086",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000112087",1,0,1,0,0,0,0,1,0,0
"ENSMUSG00000112088",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112089",4.39118912784228,0.984533970142354,0.649339293396318,0,0,3.48303618021008,1.4254440592516,0,0,0
"ENSMUSG00000112091",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112092",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112093",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112094",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112095",4.97221237996583,3.4880191422962,10.1370324943693,8.85656555049273,6.06290223673568,9.40592786246508,9.5718664175472,2.05120771666109,5.91816927195504,2.96794132611385
"ENSMUSG00000112097",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112098",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112099",0,0,1.02180619296519,1.01621698509798,0,0,0,0,0,0
"ENSMUSG00000112100",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112101",20.0823226107888,22.2533212443828,44.6452165061963,29.3821194296329,34.088076909488,3.76857607462384,33.4848816968777,4.03479618449501,35.9968055416135,31.3801014965517
"ENSMUSG00000112102",4,0,9,2,3,4.00937352116653,1,0,0,0
"ENSMUSG00000112103",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112104",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112105",0,0,0,0,0,0,0,0,1.00734073642974,0
"ENSMUSG00000112107",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112108",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112109",0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000112110",2,7,3,9,12,11.894423252791,11,11,9,8
"ENSMUSG00000112111",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112112",2.01134055010238,2.06496126991238,0,0,0,0,0,0,0,0
"ENSMUSG00000112113",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112114",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112115",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112116",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112117",0,2,0,0,1,1.00031670315598,1.07189263624094,1,2,1
"ENSMUSG00000112118",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112119",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112120",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000112121",0,2.43184450936795,0,1,0,0,1,2,2,1
"ENSMUSG00000112122",3.55014951737822,1.68223984492832,6.22858489876933,4.3694737179499,0,2.38279609488206,1.32929156458799,5.97205865853387,3.70090111247643,4.26542241404239
"ENSMUSG00000112123",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112124",0,2,0,0,0,1,0,0,0,0
"ENSMUSG00000112125",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112126",0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000112127",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112128",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112129",419.892356069176,88.1680595225436,898.093143683295,191.902247874404,163.236778142957,196.623406500572,121.006618667652,86.8174581856867,65.1881890338497,126.117369083691
"ENSMUSG00000112130",0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000112131",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112132",0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000112133",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112134",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000112135",0,0,0,0,0.536479742065635,0,0,0,0,0
"ENSMUSG00000112136",0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000112137",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000112138",0,0,0,0,0,0,0,0,0,0
